time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
2023-11-03T08:00,1.2,0.00,0.00,0,0,0,0,7.8,236
2023-11-03T09:00,0.9,0.00,0.00,0,0,0,0,8.2,241
2023-11-03T10:00,0.4,0.00,0.00,0,0,0,0,9.7,243
2023-11-03T11:00,0.2,0.00,0.00,0,0,0,0,9.8,253
2023-11-03T12:00,1.3,0.00,0.00,0,0,0,0,5.8,240
2023-11-03T13:00,3.9,0.00,0.00,0,0,0,1,7.5,215
2023-11-03T14:00,6.6,0.00,0.00,0,0,0,0,7.2,217
2023-11-03T15:00,9.1,0.00,0.00,0,0,0,0,10.9,207
2023-11-03T16:00,10.7,0.00,0.00,0,0,0,0,14.8,203
2023-11-03T17:00,11.9,0.00,0.00,0,0,0,0,16.3,194
2023-11-03T18:00,12.7,0.00,0.00,0,0,0,3,17.7,193
2023-11-03T19:00,13.1,0.00,0.00,2,0,0,18,17.7,193
2023-11-03T20:00,13.0,0.00,0.00,4,0,0,1,16.3,194
2023-11-03T21:00,11.9,0.00,0.00,0,0,0,3,12.0,187
2023-11-03T22:00,9.0,0.00,0.00,0,0,0,0,9.1,189
2023-11-03T23:00,8.3,0.00,0.00,1,0,0,49,10.9,186
2023-11-04T00:00,8.2,0.00,0.00,33,0,0,3,12.6,193
2023-11-04T01:00,7.8,0.00,0.00,7,0,0,3,12.4,197
2023-11-04T02:00,6.9,0.00,0.00,0,0,0,4,11.1,209
2023-11-04T03:00,6.0,0.00,0.00,1,0,0,28,9.5,217
2023-11-04T04:00,5.6,0.00,0.00,22,0,0,80,10.4,224
2023-11-04T05:00,5.4,0.00,0.00,34,0,0,98,11.0,229
2023-11-04T06:00,5.4,0.00,0.00,59,0,0,95,9.7,228
2023-11-04T07:00,4.9,0.00,0.00,74,0,11,100,7.7,229
2023-11-04T08:00,4.6,0.00,0.00,87,0,15,100,6.5,236
2023-11-04T09:00,4.1,0.00,0.00,91,0,32,94,7.1,229
2023-11-04T10:00,3.6,0.00,0.00,97,0,7,97,6.8,212
2023-11-04T11:00,3.6,0.00,0.00,99,0,25,100,8.2,221
2023-11-04T12:00,4.2,0.00,0.00,93,0,38,100,8.6,213
2023-11-04T13:00,6.4,0.00,0.00,96,0,79,95,5.7,215
2023-11-04T14:00,8.7,0.00,0.00,99,0,10,100,5.0,210
2023-11-04T15:00,10.7,0.00,0.00,84,0,13,82,5.6,220
2023-11-04T16:00,12.7,0.00,0.00,100,0,100,100,7.1,225
2023-11-04T17:00,13.9,0.00,0.00,98,0,100,100,7.9,231
2023-11-04T18:00,14.2,0.00,0.00,100,0,100,100,8.3,214
2023-11-04T19:00,14.6,0.00,0.00,96,0,93,99,10.0,206
2023-11-04T20:00,14.9,0.00,0.00,81,0,44,87,9.4,212
2023-11-04T21:00,13.6,0.00,0.00,54,0,70,100,6.5,214
2023-11-04T22:00,11.1,0.00,0.00,76,0,80,18,7.4,209
2023-11-04T23:00,9.6,0.00,0.00,52,0,42,32,8.7,218
2023-11-05T00:00,8.6,0.00,0.00,81,0,91,11,9.1,236
2023-11-05T01:00,7.5,0.00,0.00,92,0,46,1,10.7,228
2023-11-05T02:00,8.3,0.00,0.00,90,0,100,3,7.1,229
2023-11-05T03:00,9.0,0.00,0.00,97,0,49,0,6.6,248
2023-11-05T04:00,7.9,0.00,0.00,83,0,83,1,8.4,277
2023-11-05T05:00,8.0,0.00,0.00,61,0,70,67,6.7,254
2023-11-05T06:00,7.5,0.00,0.00,54,0,62,29,7.1,311
2023-11-05T07:00,7.2,0.00,0.00,52,0,19,16,8.0,306
2023-11-05T08:00,6.1,0.00,0.00,52,0,5,37,10.2,302
2023-11-05T09:00,7.7,0.00,0.00,24,0,0,41,5.3,332
2023-11-05T10:00,5.0,0.00,0.00,28,0,0,85,7.8,326
2023-11-05T11:00,4.4,0.00,0.00,41,0,0,85,8.7,330
2023-11-05T12:00,4.9,0.00,0.00,63,0,7,5,5.5,328
2023-11-05T13:00,8.5,0.00,0.00,67,0,97,0,3.8,221
2023-11-05T14:00,11.5,0.00,0.00,65,0,98,0,4.0,243
2023-11-05T15:00,13.1,0.00,0.00,44,0,100,0,3.7,299
2023-11-05T16:00,13.4,0.00,0.00,19,0,100,0,4.0,333
2023-11-05T17:00,14.3,0.00,0.00,22,0,97,0,6.5,341
2023-11-05T18:00,15.6,0.00,0.00,7,0,4,0,8.8,9
2023-11-05T19:00,16.6,0.00,0.00,7,0,6,0,7.3,9
2023-11-05T20:00,17.0,0.00,0.00,14,1,7,0,8.0,350
2023-11-05T21:00,15.3,0.00,0.00,11,16,67,0,7.0,339
2023-11-05T22:00,13.5,0.00,0.00,21,9,37,0,10.4,340
2023-11-05T23:00,12.2,0.00,0.00,3,1,0,0,14.8,346
2023-11-06T00:00,10.5,0.00,0.00,1,1,0,0,12.9,347
2023-11-06T01:00,10.0,0.00,0.00,10,0,0,6,12.2,341
2023-11-06T02:00,9.1,0.00,0.00,25,1,0,11,11.8,333
2023-11-06T03:00,8.2,0.00,0.00,4,0,0,2,12.1,337
2023-11-06T04:00,7.2,0.00,0.00,5,0,0,0,11.4,347
2023-11-06T05:00,6.2,0.00,0.00,2,0,0,12,10.5,354
2023-11-06T06:00,5.4,0.00,0.00,22,0,0,100,9.7,356
2023-11-06T07:00,5.1,0.00,0.00,60,0,21,80,11.2,356
2023-11-06T08:00,5.0,0.00,0.00,16,0,13,62,11.9,5
2023-11-06T09:00,4.9,0.00,0.00,7,0,7,61,12.6,5
2023-11-06T10:00,4.3,0.00,0.00,9,0,25,61,11.3,9
2023-11-06T11:00,4.3,0.00,0.00,15,0,50,4,9.6,13
2023-11-06T12:00,3.9,0.00,0.00,6,0,6,0,9.8,6
2023-11-06T13:00,6.0,0.00,0.00,3,0,0,0,9.4,360
2023-11-06T14:00,7.8,0.00,0.00,6,0,0,42,8.9,27
2023-11-06T15:00,9.4,0.00,0.00,38,0,0,27,6.9,47
2023-11-06T16:00,10.8,0.00,0.00,46,0,0,50,5.0,60
2023-11-06T17:00,11.7,0.10,0.10,17,0,6,82,3.6,90
2023-11-06T18:00,11.9,0.00,0.00,91,0,88,7,4.1,142
2023-11-06T19:00,11.9,0.00,0.00,67,0,14,69,4.7,157
2023-11-06T20:00,12.0,0.00,0.00,82,0,0,43,6.6,158
2023-11-06T21:00,10.9,0.00,0.00,19,0,0,32,10.5,158
2023-11-06T22:00,8.4,0.00,0.00,2,0,0,0,7.7,152
2023-11-06T23:00,7.4,0.00,0.00,34,0,0,31,7.7,139
2023-11-07T00:00,7.4,0.00,0.00,57,0,0,99,7.8,146
2023-11-07T01:00,9.1,0.00,0.00,93,0,2,100,10.2,162
2023-11-07T02:00,9.9,0.00,0.00,90,8,8,100,11.4,169
2023-11-07T03:00,10.4,0.00,0.00,87,14,12,100,12.6,180
2023-11-07T04:00,10.6,0.00,0.00,83,5,100,100,11.9,194
2023-11-07T05:00,11.0,0.00,0.00,99,0,100,100,10.8,201
2023-11-07T06:00,11.0,0.00,0.00,97,0,79,100,11.0,199
2023-11-07T07:00,11.0,0.00,0.00,96,0,100,100,13.0,199
2023-11-07T08:00,11.5,0.30,0.30,99,0,100,100,11.8,211
2023-11-07T09:00,11.5,0.10,0.10,100,0,100,100,8.0,234
2023-11-07T10:00,11.0,0.00,0.00,100,0,100,100,7.1,221
2023-11-07T11:00,11.3,1.30,1.30,100,0,83,100,14.7,211
2023-11-07T12:00,11.7,3.90,3.90,100,15,38,100,17.6,211
2023-11-07T13:00,12.1,0.10,0.10,100,0,80,100,14.5,224
2023-11-07T14:00,13.1,0.00,0.00,100,0,71,100,15.7,233
2023-11-07T15:00,14.1,0.00,0.00,100,0,91,100,13.0,219
2023-11-07T16:00,15.2,0.00,0.00,100,0,60,100,13.5,226
2023-11-07T17:00,16.8,0.00,0.00,100,0,16,100,14.8,227
2023-11-07T18:00,18.9,0.00,0.00,82,0,3,100,15.8,229
2023-11-07T19:00,19.9,0.00,0.00,17,7,7,14,15.5,234
2023-11-07T20:00,20.2,0.00,0.00,3,2,6,0,20.3,263
2023-11-07T21:00,18.9,0.00,0.00,18,5,1,0,15.5,266
2023-11-07T22:00,16.2,0.00,0.00,36,1,2,0,11.4,259
2023-11-07T23:00,15.1,0.00,0.00,20,1,1,0,13.9,280
2023-11-08T00:00,14.7,0.00,0.00,13,17,1,0,14.5,305
2023-11-08T01:00,13.7,0.00,0.00,4,0,0,0,16.4,334
2023-11-08T02:00,12.5,0.00,0.00,11,0,0,0,16.0,329
2023-11-08T03:00,11.7,0.00,0.00,0,0,0,0,17.3,329
2023-11-08T04:00,10.8,0.00,0.00,1,1,0,0,15.6,331
2023-11-08T05:00,9.9,0.00,0.00,5,13,0,0,16.9,336
2023-11-08T06:00,9.1,0.00,0.00,7,12,0,0,19.3,331
2023-11-08T07:00,8.4,0.00,0.00,8,2,0,0,16.8,318
2023-11-08T08:00,7.5,0.00,0.00,11,3,0,0,15.3,319
2023-11-08T09:00,6.7,0.00,0.00,6,3,0,0,15.0,316
2023-11-08T10:00,6.0,0.00,0.00,2,4,0,0,14.8,319
2023-11-08T11:00,5.3,0.00,0.00,0,6,0,0,14.9,328
2023-11-08T12:00,4.7,0.00,0.00,0,0,0,0,14.7,343
2023-11-08T13:00,6.3,0.00,0.00,0,0,0,13,17.1,335
2023-11-08T14:00,6.8,0.00,0.00,0,0,0,52,17.1,335
2023-11-08T15:00,7.4,0.00,0.00,0,0,0,10,14.6,322
2023-11-08T16:00,8.3,0.00,0.00,0,0,0,12,16.3,313
2023-11-08T17:00,8.9,0.00,0.00,95,0,0,72,15.3,330
2023-11-08T18:00,9.4,0.00,0.00,99,0,0,43,13.2,331
2023-11-08T19:00,9.7,0.00,0.00,98,0,6,68,12.2,341
2023-11-08T20:00,9.5,0.00,0.00,89,0,9,73,9.8,336
2023-11-08T21:00,8.9,0.00,0.00,75,0,86,100,7.1,336
2023-11-08T22:00,7.2,0.00,0.00,69,0,9,73,6.4,322
2023-11-08T23:00,5.9,0.00,0.00,50,0,29,92,8.4,10
2023-11-09T00:00,5.4,0.00,0.00,75,0,0,97,7.4,61
2023-11-09T01:00,6.0,0.00,0.00,88,0,36,93,9.5,65
2023-11-09T02:00,5.1,0.00,0.00,90,0,17,96,6.6,81
2023-11-09T03:00,4.4,0.00,0.00,65,0,0,92,6.6,68
2023-11-09T04:00,3.9,0.00,0.00,21,0,0,40,6.4,52
2023-11-09T05:00,3.3,0.00,0.00,23,0,2,0,7.0,55
2023-11-09T06:00,2.7,0.00,0.00,25,0,9,0,6.5,71
2023-11-09T07:00,2.7,0.00,0.00,51,17,24,1,6.4,74
2023-11-09T08:00,2.8,0.00,0.00,73,4,7,0,7.6,90
2023-11-09T09:00,3.1,0.00,0.00,42,0,4,0,9.1,83
2023-11-09T10:00,4.5,0.00,0.00,23,3,0,0,6.9,99
2023-11-09T11:00,6.0,0.00,0.00,41,12,99,0,8.7,150
2023-11-09T12:00,9.4,0.00,0.00,64,14,90,4,12.0,173
2023-11-09T13:00,10.6,0.00,0.00,81,69,100,0,8.0,185
2023-11-09T14:00,11.9,0.00,0.00,38,89,94,0,5.4,217
2023-11-09T15:00,13.5,0.00,0.00,50,4,34,0,10.8,184
2023-11-09T16:00,15.2,0.00,0.00,54,3,100,0,6.9,223
2023-11-09T17:00,14.5,0.10,0.10,100,0,100,0,5.4,270
2023-11-09T18:00,14.1,0.30,0.30,97,1,100,0,8.0,275
2023-11-09T19:00,14.2,0.00,0.00,73,0,100,0,6.2,260
2023-11-09T20:00,14.3,0.00,0.00,66,0,64,0,8.5,242
2023-11-09T21:00,14.2,0.00,0.00,17,0,7,1,9.7,248
2023-11-09T22:00,12.1,0.00,0.00,5,0,0,2,9.0,254
2023-11-09T23:00,11.4,0.00,0.00,2,0,0,3,9.4,270
2023-11-10T00:00,10.7,0.00,0.00,24,0,0,28,9.0,272
2023-11-10T01:00,7.8,0.00,0.00,7,0,0,1,6.5,354
2023-11-10T02:00,7.6,0.00,0.00,1,17,0,0,6.2,350
2023-11-10T03:00,8.5,0.00,0.00,4,3,0,5,11.7,342
2023-11-10T04:00,8.4,0.00,0.00,3,1,0,19,10.8,345
2023-11-10T05:00,7.5,0.00,0.00,18,0,20,52,10.3,335
2023-11-10T06:00,6.4,0.00,0.00,24,0,95,99,8.5,332
2023-11-10T07:00,6.0,0.00,0.00,55,0,100,100,7.4,317
2023-11-10T08:00,6.6,0.00,0.00,91,0,96,100,7.2,307
2023-11-10T09:00,6.8,0.00,0.00,100,0,99,85,6.3,283
2023-11-10T10:00,7.1,0.00,0.00,100,0,100,100,5.8,248
2023-11-10T11:00,7.5,0.00,0.00,100,0,100,100,6.3,246
2023-11-10T12:00,7.5,0.00,0.00,100,0,100,100,7.2,252
2023-11-10T13:00,8.7,0.00,0.00,100,0,100,100,9.7,243
2023-11-10T14:00,9.5,0.00,0.00,100,0,100,100,11.5,238
2023-11-10T15:00,10.6,0.00,0.00,100,0,100,100,11.2,237
2023-11-10T16:00,10.6,0.00,0.00,100,0,100,100,11.9,241
2023-11-10T17:00,10.7,0.10,0.10,100,0,100,100,14.1,232
2023-11-10T18:00,10.4,0.10,0.10,100,0,100,100,15.7,233
2023-11-10T19:00,10.5,0.10,0.10,100,0,100,100,16.3,242
2023-11-10T20:00,10.0,0.00,0.00,100,0,100,100,16.2,238
2023-11-10T21:00,9.5,0.00,0.00,84,0,90,99,14.8,241
2023-11-10T22:00,8.5,0.00,0.00,0,7,5,0,13.1,261
2023-11-10T23:00,7.1,0.00,0.00,0,0,0,0,13.5,261
2023-11-11T00:00,6.5,0.00,0.00,0,0,1,0,14.8,264
2023-11-11T01:00,6.3,0.00,0.00,0,0,0,0,13.6,253
2023-11-11T02:00,5.9,0.00,0.00,1,0,0,0,15.5,245
2023-11-11T03:00,5.6,0.00,0.00,7,0,6,0,15.6,255
2023-11-11T04:00,5.3,0.00,0.00,23,0,7,0,14.9,262
2023-11-11T05:00,5.3,0.00,0.00,28,0,0,0,13.3,268
2023-11-11T06:00,5.1,0.00,0.00,14,0,2,0,10.1,272
2023-11-11T07:00,4.9,0.00,0.00,0,0,13,0,9.9,289
2023-11-11T08:00,5.0,0.00,0.00,0,0,0,0,11.8,308
2023-11-11T09:00,4.9,0.00,0.00,0,0,0,0,12.2,315
2023-11-11T10:00,4.6,0.00,0.00,5,0,0,0,11.8,320
2023-11-11T11:00,4.2,0.00,0.00,0,0,0,0,10.4,316
2023-11-11T12:00,3.9,0.00,0.00,0,0,0,0,9.4,313
2023-11-11T13:00,6.6,0.00,0.00,0,0,0,0,12.5,303
2023-11-11T14:00,8.8,0.00,0.00,0,0,0,0,12.4,306
2023-11-11T15:00,10.4,0.00,0.00,2,0,0,0,15.0,316
2023-11-11T16:00,11.3,0.00,0.00,9,0,0,0,14.0,312
2023-11-11T17:00,12.2,0.00,0.00,43,60,25,0,18.1,313
2023-11-11T18:00,12.0,0.00,0.00,80,53,62,0,17.4,322
2023-11-11T19:00,11.6,0.00,0.00,91,99,55,0,17.4,330
2023-11-11T20:00,11.1,0.00,0.00,76,100,6,0,16.7,335
2023-11-11T21:00,10.3,0.00,0.00,60,34,0,0,11.6,330
2023-11-11T22:00,7.6,0.00,0.00,49,0,0,0,7.9,317
2023-11-11T23:00,7.0,0.00,0.00,38,0,0,0,10.0,308
2023-11-12T00:00,6.6,0.00,0.00,30,0,0,7,12.7,317
2023-11-12T01:00,5.4,0.00,0.00,27,5,2,0,10.7,348
2023-11-12T02:00,4.7,0.00,0.00,13,0,0,0,11.2,354
2023-11-12T03:00,4.0,0.00,0.00,16,0,0,0,10.1,360
2023-11-12T04:00,3.1,0.00,0.00,11,0,0,0,8.7,7
2023-11-12T05:00,2.3,0.00,0.00,7,4,0,0,8.3,358
2023-11-12T06:00,2.0,0.00,0.00,5,0,0,0,9.8,8
2023-11-12T07:00,1.4,0.00,0.00,6,0,0,0,10.7,12
2023-11-12T08:00,1.0,0.00,0.00,1,0,0,0,11.6,5
2023-11-12T09:00,0.6,0.00,0.00,1,0,0,0,11.9,360
2023-11-12T10:00,0.2,0.00,0.00,1,0,0,0,10.9,8
2023-11-12T11:00,-0.1,0.00,0.00,2,0,0,0,10.5,6
2023-11-12T12:00,-0.2,0.00,0.00,6,0,0,0,12.7,7
2023-11-12T13:00,1.9,0.00,0.00,14,0,0,0,11.5,360
2023-11-12T14:00,3.7,0.00,0.00,51,0,6,4,13.3,19
2023-11-12T15:00,4.9,0.00,0.00,81,0,67,37,12.6,27
2023-11-12T16:00,5.9,0.00,0.00,94,53,55,94,10.5,22
2023-11-12T17:00,6.3,0.00,0.00,93,57,97,100,8.7,7
2023-11-12T18:00,6.6,0.00,0.00,69,0,29,100,8.4,20
2023-11-12T19:00,7.0,0.00,0.00,1,1,2,14,6.6,29
2023-11-12T20:00,7.1,0.00,0.00,12,1,0,0,6.6,22
2023-11-12T21:00,6.5,0.00,0.00,84,0,12,0,6.5,19
2023-11-12T22:00,3.7,0.00,0.00,25,0,76,0,8.4,31
2023-11-12T23:00,2.6,0.00,0.00,0,0,74,0,9.1,34
2023-11-13T00:00,1.7,0.00,0.00,1,0,3,0,10.5,41
2023-11-13T01:00,0.7,0.00,0.00,0,0,0,0,8.6,338
2023-11-13T02:00,0.3,0.00,0.00,0,0,0,0,8.7,355
2023-11-13T03:00,0.0,0.00,0.00,0,0,0,0,7.6,352
2023-11-13T04:00,0.2,0.00,0.00,4,0,0,0,6.6,347
2023-11-13T05:00,-0.0,0.00,0.00,0,0,0,0,7.6,357
2023-11-13T06:00,-0.4,0.00,0.00,0,0,0,0,7.2,6
2023-11-13T07:00,-0.9,0.00,0.00,0,0,0,0,6.8,3
2023-11-13T08:00,-1.3,0.00,0.00,0,0,0,0,6.5,6
2023-11-13T09:00,-1.5,0.00,0.00,0,0,0,0,6.6,9
2023-11-13T10:00,-1.7,0.00,0.00,0,0,0,0,6.6,9
2023-11-13T11:00,-2.1,0.00,0.00,0,0,0,0,6.5,3
2023-11-13T12:00,-2.2,0.00,0.00,0,0,0,0,6.2,339
2023-11-13T13:00,0.6,0.00,0.00,0,0,0,0,6.5,357
2023-11-13T14:00,3.1,0.00,0.00,0,0,0,0,2.3,18
2023-11-13T15:00,5.0,0.00,0.00,0,0,0,0,1.1,90
2023-11-13T16:00,6.4,0.00,0.00,2,0,46,0,5.6,207
2023-11-13T17:00,7.5,0.00,0.00,12,0,3,0,9.5,209
2023-11-13T18:00,8.2,0.00,0.00,10,0,19,0,10.8,206
2023-11-13T19:00,8.8,0.00,0.00,17,0,62,0,13.0,199
2023-11-13T20:00,8.9,0.00,0.00,60,0,100,0,13.6,192
2023-11-13T21:00,8.1,0.00,0.00,76,0,100,0,7.1,165
2023-11-13T22:00,6.9,0.00,0.00,49,0,65,0,5.8,202
2023-11-13T23:00,6.0,0.00,0.00,31,0,91,0,7.7,259
2023-11-14T00:00,6.2,0.00,0.00,17,2,9,0,7.9,223
2023-11-14T01:00,3.1,0.00,0.00,0,0,8,0,11.1,209
2023-11-14T02:00,3.1,0.00,0.00,2,0,1,0,10.2,228
2023-11-14T03:00,2.1,0.00,0.00,28,2,0,0,10.6,242
2023-11-14T04:00,1.8,0.00,0.00,19,3,1,0,10.3,258
2023-11-14T05:00,2.1,0.00,0.00,2,0,0,0,8.5,258
2023-11-14T06:00,2.4,0.00,0.00,0,0,0,0,9.7,270
2023-11-14T07:00,2.8,0.00,0.00,0,0,0,0,11.2,285
2023-11-14T08:00,3.7,0.00,0.00,0,0,0,0,13.8,298
2023-11-14T09:00,4.0,0.00,0.00,0,2,2,0,13.8,303
2023-11-14T10:00,3.8,0.00,0.00,0,2,0,0,12.7,305
2023-11-14T11:00,3.7,0.00,0.00,2,24,4,0,11.7,304
2023-11-14T12:00,3.7,0.00,0.00,0,21,0,0,10.2,309
2023-11-14T13:00,6.6,0.00,0.00,0,22,4,0,14.8,313
2023-11-14T14:00,9.1,0.00,0.00,0,27,1,0,19.3,315
2023-11-14T15:00,10.2,0.00,0.00,6,27,7,0,25.8,332
2023-11-14T16:00,10.9,0.00,0.00,34,74,13,0,27.9,333
2023-11-14T17:00,11.1,0.00,0.00,36,60,6,0,25.8,333
2023-11-14T18:00,11.0,0.00,0.00,40,88,0,0,24.3,333
2023-11-14T19:00,10.8,0.00,0.00,45,60,0,0,24.2,332
2023-11-14T20:00,10.2,0.00,0.00,23,9,0,0,22.9,334
2023-11-14T21:00,9.2,0.00,0.00,0,2,0,0,15.9,335
2023-11-14T22:00,7.0,0.00,0.00,0,2,0,0,11.8,329
2023-11-14T23:00,5.9,0.00,0.00,1,0,0,0,11.9,331
2023-11-15T00:00,4.4,0.00,0.00,0,0,0,0,8.5,332
2023-11-15T01:00,3.9,0.00,0.00,0,0,0,0,8.9,313
2023-11-15T02:00,3.4,0.00,0.00,0,0,0,0,9.0,323
2023-11-15T03:00,3.1,0.00,0.00,0,0,0,0,9.6,340
2023-11-15T04:00,2.6,0.00,0.00,0,0,0,0,9.5,351
2023-11-15T05:00,1.9,0.00,0.00,0,0,0,0,8.4,350
2023-11-15T06:00,1.1,0.00,0.00,0,0,0,0,7.0,339
2023-11-15T07:00,0.5,0.00,0.00,0,0,0,0,8.0,342
2023-11-15T08:00,-0.2,0.00,0.00,0,0,0,0,8.8,348
2023-11-15T09:00,-0.8,0.00,0.00,0,0,0,9,9.7,358
2023-11-15T10:00,-0.9,0.00,0.00,0,0,0,7,9.4,4
2023-11-15T11:00,-1.2,0.00,0.00,50,0,0,14,8.7,336
2023-11-15T12:00,-1.0,0.00,0.00,51,0,0,49,8.3,358
2023-11-15T13:00,1.9,0.00,0.00,6,0,0,13,4.1,322
2023-11-15T14:00,4.9,0.00,0.00,4,0,0,30,1.8,323
2023-11-15T15:00,7.0,0.00,0.00,6,0,0,42,3.1,216
2023-11-15T16:00,8.6,0.00,0.00,24,0,0,83,6.4,196
2023-11-15T17:00,9.7,0.00,0.00,53,0,0,88,9.2,201
2023-11-15T18:00,10.3,0.00,0.00,87,0,0,100,13.3,199
2023-11-15T19:00,10.7,0.00,0.00,93,0,0,100,14.7,197
2023-11-15T20:00,10.8,0.00,0.00,95,0,0,99,12.8,196
2023-11-15T21:00,9.8,0.00,0.00,77,0,0,95,8.3,198
2023-11-15T22:00,7.7,0.00,0.00,85,0,0,86,9.7,207
2023-11-15T23:00,6.7,0.00,0.00,92,0,0,100,9.2,206
2023-11-16T00:00,6.6,0.00,0.00,99,0,59,100,11.0,203
2023-11-16T01:00,7.2,0.00,0.00,99,0,89,99,12.1,210
2023-11-16T02:00,6.7,0.00,0.00,99,0,88,100,11.9,209
2023-11-16T03:00,6.8,0.00,0.00,99,0,91,96,9.3,242
2023-11-16T04:00,5.9,0.00,0.00,97,0,60,100,8.4,227
2023-11-16T05:00,6.2,0.00,0.00,71,0,69,100,9.7,231
2023-11-16T06:00,5.4,0.00,0.00,8,0,0,0,8.6,237
2023-11-16T07:00,4.8,0.00,0.00,0,0,0,0,10.4,236
2023-11-16T08:00,4.5,0.00,0.00,0,0,0,0,10.5,248
2023-11-16T09:00,3.7,0.00,0.00,0,0,0,0,8.6,255
2023-11-16T10:00,2.4,0.00,0.00,0,0,0,0,10.0,257
2023-11-16T11:00,2.0,0.00,0.00,0,0,0,0,9.6,257
2023-11-16T12:00,1.8,0.00,0.00,0,0,0,0,8.7,253
2023-11-16T13:00,5.4,0.00,0.00,0,0,0,0,10.0,257
2023-11-16T14:00,8.3,0.00,0.00,0,0,0,0,5.4,250
2023-11-16T15:00,11.5,0.00,0.00,0,0,0,0,5.0,249
2023-11-16T16:00,14.5,0.00,0.00,0,0,0,0,4.9,253
2023-11-16T17:00,16.4,0.00,0.00,0,0,0,0,6.0,245
2023-11-16T18:00,17.5,0.00,0.00,22,0,0,0,7.9,227
2023-11-16T19:00,17.8,0.00,0.00,0,0,0,0,9.4,223
2023-11-16T20:00,17.3,0.00,0.00,14,0,0,1,8.7,218
2023-11-16T21:00,14.1,0.00,0.00,38,0,0,25,6.9,189
2023-11-16T22:00,10.3,0.00,0.00,62,0,0,88,8.7,173
2023-11-16T23:00,9.0,0.00,0.00,66,0,0,38,9.0,180
2023-11-17T00:00,8.2,0.00,0.00,2,0,0,19,10.3,209
2023-11-17T01:00,8.6,0.00,0.00,0,0,0,0,9.4,230
2023-11-17T02:00,7.4,0.00,0.00,0,0,0,0,10.5,239
2023-11-17T03:00,6.6,0.00,0.00,0,0,0,0,10.0,240
2023-11-17T04:00,6.1,0.00,0.00,0,0,0,0,9.1,236
2023-11-17T05:00,5.7,0.00,0.00,0,0,0,0,8.4,220
2023-11-17T06:00,5.4,0.00,0.00,0,0,0,0,8.2,232
2023-11-17T07:00,4.6,0.00,0.00,0,0,0,0,10.0,232
2023-11-17T08:00,4.3,0.00,0.00,0,0,0,0,9.7,228
2023-11-17T09:00,4.5,0.00,0.00,0,0,0,0,8.4,227
2023-11-17T10:00,5.0,0.00,0.00,2,0,0,0,8.4,230
2023-11-17T11:00,5.8,0.00,0.00,30,0,0,40,9.9,224
2023-11-17T12:00,6.1,0.00,0.00,100,0,0,89,9.7,225
2023-11-17T13:00,9.2,0.00,0.00,100,0,0,100,14.1,218
2023-11-17T14:00,11.6,0.00,0.00,100,0,0,100,14.2,204
2023-11-17T15:00,13.9,0.00,0.00,100,0,0,100,13.6,191
2023-11-17T16:00,16.2,0.00,0.00,97,0,0,100,17.6,191
2023-11-17T17:00,17.6,0.00,0.00,99,0,0,100,17.3,184
2023-11-17T18:00,18.8,0.00,0.00,93,0,0,100,18.3,196
2023-11-17T19:00,19.5,0.00,0.00,98,20,0,100,18.5,204
2023-11-17T20:00,18.9,0.00,0.00,100,1,8,100,15.2,202
2023-11-17T21:00,17.3,0.00,0.00,99,13,2,100,12.2,199
2023-11-17T22:00,15.1,0.00,0.00,100,3,11,100,10.1,197
2023-11-17T23:00,14.1,0.00,0.00,100,0,6,100,10.4,182
2023-11-18T00:00,14.3,0.00,0.00,100,0,0,100,14.1,186
2023-11-18T01:00,14.6,0.00,0.00,100,0,0,99,14.3,198
2023-11-18T02:00,14.1,0.00,0.00,98,0,65,100,12.0,213
2023-11-18T03:00,13.5,0.00,0.00,99,0,80,100,9.8,216
2023-11-18T04:00,13.1,0.00,0.00,85,5,80,100,8.2,221
2023-11-18T05:00,12.9,0.00,0.00,100,1,83,100,8.7,218
2023-11-18T06:00,12.7,0.10,0.10,100,0,98,100,7.9,227
2023-11-18T07:00,12.7,0.20,0.20,100,5,97,100,8.7,225
2023-11-18T08:00,12.5,0.20,0.20,100,6,100,100,8.0,234
2023-11-18T09:00,11.7,0.20,0.20,81,2,100,9,6.8,212
2023-11-18T10:00,12.0,0.20,0.20,54,18,87,7,6.8,270
2023-11-18T11:00,12.2,0.00,0.00,86,12,13,6,12.4,306
2023-11-18T12:00,10.6,0.00,0.00,86,42,31,27,22.6,329
2023-11-18T13:00,11.6,0.20,0.20,99,72,97,0,24.2,335
2023-11-18T14:00,11.8,0.00,0.00,97,99,53,0,20.2,341
2023-11-18T15:00,11.3,0.10,0.10,83,100,1,0,25.1,339
2023-11-18T16:00,10.6,0.00,0.00,58,11,0,0,25.3,334
2023-11-18T17:00,11.3,0.00,0.00,11,4,0,2,23.5,333
2023-11-18T18:00,11.4,0.00,0.00,1,0,0,6,25.4,328
2023-11-18T19:00,11.0,0.00,0.00,0,0,0,0,25.9,328
2023-11-18T20:00,10.2,0.00,0.00,0,0,0,0,24.3,328
2023-11-18T21:00,8.8,0.00,0.00,0,0,0,0,19.8,327
2023-11-18T22:00,7.2,0.00,0.00,0,0,0,0,17.7,327
